timestamp,device_id,src_ip,dst_ip,port,protocol,bytes,duration
2026-03-14T03:24:19.483961+00:00,printer_01,192.168.1.121,192.168.1.235,9100,TCP,144452,0.6367199308134646
2026-03-14T03:24:19.540143+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,167,0.016642173689918528
2026-03-14T03:24:20.434597+00:00,router_01,192.168.1.1,8.8.8.24,53,TCP,457373,5.842120931248293
2026-03-14T03:24:21.555055+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,277,0.018950904776766
2026-03-14T03:24:22.381278+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:23.288610+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,144381,1.8643873980301662
2026-03-14T03:24:24.377541+00:00,router_01,192.168.1.1,8.8.8.20,80,TCP,476222,6.04742092203943
2026-03-14T03:24:25.313155+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,87898,0.16175387192971374
2026-03-14T03:24:25.408957+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:28.423965+00:00,router_01,192.168.1.1,8.8.8.40,53,TCP,221941,2.403612679226882
2026-03-14T03:24:28.429567+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:29.239717+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,88572,1.1325175437483386
2026-03-14T03:24:29.564128+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1757,0.4085508049298472
2026-03-14T03:24:31.271729+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,146942,1.79587909158658
2026-03-14T03:24:31.462475+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:33.575125+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,107,0.05179582843378196
2026-03-14T03:24:34.483585+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:34.552591+00:00,router_01,192.168.1.1,8.8.8.12,53,TCP,290659,5.35132573848204
2026-03-14T03:24:35.607182+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,287,0.08125699421189073
2026-03-14T03:24:36.051599+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,66205,0.44642140202171277
2026-03-14T03:24:37.510174+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:37.540720+00:00,thermostat_01,192.168.1.131,54.239.28.85,443,TCP,2887,0.18457198156565624
2026-03-14T03:24:37.783954+00:00,router_01,192.168.1.1,8.8.8.71,443,TCP,201158,7.794124198785427
2026-03-14T03:24:38.077007+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,137705,0.803438488759411
2026-03-14T03:24:40.536156+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:41.593749+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,899,0.21185811519507172
2026-03-14T03:24:42.261840+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,100225,0.15197470999386853
2026-03-14T03:24:43.392796+00:00,router_01,192.168.1.1,8.8.8.24,53,TCP,385140,1.1463448663653812
2026-03-14T03:24:43.555894+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:44.290171+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,138122,1.0421483327506518
2026-03-14T03:24:46.580968+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:47.623110+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,203,0.052782937245691594
2026-03-14T03:24:47.973196+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,116186,1.2204731402631794
2026-03-14T03:24:48.925978+00:00,router_01,192.168.1.1,8.8.8.81,443,TCP,333293,3.9545433718180663
2026-03-14T03:24:49.598478+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:49.646380+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,129,0.012498821785220292
2026-03-14T03:24:49.992520+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,80557,1.9671795624238642
2026-03-14T03:24:52.623334+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:53.621555+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1087,0.12207798874639769
2026-03-14T03:24:53.921171+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,103212,1.605120477059893
2026-03-14T03:24:55.448375+00:00,router_01,192.168.1.1,8.8.8.94,443,TCP,413958,1.8248398902859702
2026-03-14T03:24:55.650826+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:55.944313+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,50324,1.8840292333747568
2026-03-14T03:24:58.670880+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:24:59.610530+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,61902,0.48041887118738025
2026-03-14T03:25:01.631350+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,52672,0.43546847071496486
2026-03-14T03:25:01.665058+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,162,0.04148635441266572
2026-03-14T03:25:01.689592+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:01.817875+00:00,router_01,192.168.1.1,8.8.8.41,80,TCP,173192,7.4747152631130245
2026-03-14T03:25:03.688846+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,278,0.01960120477563547
2026-03-14T03:25:04.711451+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:05.162231+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,120701,0.5106718039505843
2026-03-14T03:25:05.648377+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1044,0.23397111360976208
2026-03-14T03:25:06.243174+00:00,router_01,192.168.1.1,8.8.8.16,53,TCP,427393,2.3836099691743526
2026-03-14T03:25:07.182086+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,129730,1.7297293124124282
2026-03-14T03:25:07.732520+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:09.575535+00:00,thermostat_01,192.168.1.131,54.239.28.85,443,TCP,1239,0.32714452032253655
2026-03-14T03:25:10.764695+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:12.087810+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,67552,0.854255903925019
2026-03-14T03:25:12.575696+00:00,router_01,192.168.1.1,8.8.8.87,53,TCP,411546,2.4556870090127685
2026-03-14T03:25:13.744768+00:00,printer_01,192.168.1.121,192.168.1.86,9100,TCP,198546,2.386564242802348
2026-03-14T03:25:13.782537+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:14.108186+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,147923,1.5646630573752107
2026-03-14T03:25:15.710282+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,186,0.06456222452704087
2026-03-14T03:25:15.854345+00:00,router_01,192.168.1.1,8.8.8.8,443,TCP,268011,4.685699886810324
2026-03-14T03:25:16.199225+00:00,printer_01,192.168.1.121,192.168.1.137,9100,TCP,171864,4.958362614840811
2026-03-14T03:25:16.804951+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:17.692701+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1368,0.17058191270616052
2026-03-14T03:25:17.734942+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,172,0.05169489713599403
2026-03-14T03:25:18.531497+00:00,printer_01,192.168.1.121,192.168.1.232,9100,TCP,137912,0.5608337493380103
2026-03-14T03:25:19.037928+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,55217,1.3509878566241764
2026-03-14T03:25:19.092447+00:00,router_01,192.168.1.1,8.8.8.85,443,TCP,162524,7.039495890438614
2026-03-14T03:25:19.833389+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:21.052557+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,57603,0.784478003446253
2026-03-14T03:25:22.858475+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:24.098919+00:00,router_01,192.168.1.1,8.8.8.50,443,TCP,174964,7.248958756715305
2026-03-14T03:25:25.137571+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,105776,0.3851808185459573
2026-03-14T03:25:25.888431+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:27.164512+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,142081,1.1288835552522911
2026-03-14T03:25:28.917883+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:29.560865+00:00,router_01,192.168.1.1,8.8.8.63,80,TCP,169724,5.828860096260542
2026-03-14T03:25:29.761139+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,201,0.09482841975307203
2026-03-14T03:25:29.723003+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,605,0.2964776835961283
2026-03-14T03:25:31.326248+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,80130,1.5653866323818932
2026-03-14T03:25:31.877446+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,103,0.043761121272526356
2026-03-14T03:25:31.941515+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:33.351220+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,82657,0.8842178480234818
2026-03-14T03:25:34.964053+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:36.543236+00:00,router_01,192.168.1.1,8.8.8.80,80,TCP,215567,8.796622957384391
2026-03-14T03:25:37.392861+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,65710,1.1507025106130908
2026-03-14T03:25:37.983154+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:39.419030+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,61507,1.6121646929123359
2026-03-14T03:25:39.626075+00:00,router_01,192.168.1.1,8.8.8.98,80,TCP,316623,1.9016844702364484
2026-03-14T03:25:41.010858+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:41.615341+00:00,thermostat_01,192.168.1.131,54.239.28.85,443,TCP,1218,0.4185917524411219
2026-03-14T03:25:41.878039+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1379,0.40241297092716266
2026-03-14T03:25:43.900619+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,100,0.08943817859974991
2026-03-14T03:25:43.929926+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,56051,1.1064103859822445
2026-03-14T03:25:44.021258+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:44.177409+00:00,router_01,192.168.1.1,8.8.8.89,53,TCP,46060,9.158111329718054
2026-03-14T03:25:45.920764+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,208,0.010304028191100807
2026-03-14T03:25:45.951927+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,96248,1.9482709605320778
2026-03-14T03:25:47.038892+00:00,camera_01,192.168.1.101,185.15.59.224,53,UDP,512,0.05
2026-03-14T03:25:49.394332+00:00,router_01,192.168.1.1,8.8.8.57,80,TCP,272216,7.311054875784714
2026-03-14T03:25:50.937958+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,70017,0.32659535280825225
2026-03-14T03:25:52.490559+00:00,router_01,192.168.1.1,8.8.8.17,443,TCP,407714,6.280260744698869
2026-03-14T03:25:52.969625+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,117049,0.48269515424246046
2026-03-14T03:25:53.902082+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1526,0.2819630663664248
2026-03-14T03:25:56.004270+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,142159,1.2219884579484588
2026-03-14T03:25:57.953533+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,188,0.06659743829312789
2026-03-14T03:25:58.020454+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,66019,1.867746896297866
2026-03-14T03:25:58.871590+00:00,router_01,192.168.1.1,8.8.8.60,53,TCP,417657,0.7297797501186666
2026-03-14T03:25:59.685199+00:00,printer_01,192.168.1.121,192.168.1.226,9100,TCP,87648,3.336242374076445
2026-03-14T03:25:59.987831+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,252,0.09984811032398155
2026-03-14T03:26:01.983922+00:00,printer_01,192.168.1.121,192.168.1.160,9100,TCP,7254,4.7973572613071305
2026-03-14T03:26:02.065531+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,129828,1.7272128832118856
2026-03-14T03:26:02.760199+00:00,router_01,192.168.1.1,8.8.8.95,80,TCP,46153,5.716263586700098
2026-03-14T03:26:04.074257+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,72131,0.338859890652602
2026-03-14T03:26:04.174192+00:00,printer_01,192.168.1.121,192.168.1.237,9100,TCP,48456,1.712624936134821
2026-03-14T03:26:05.936106+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1749,0.1532492827203652
2026-03-14T03:26:06.486805+00:00,printer_01,192.168.1.121,192.168.1.229,9100,TCP,153926,2.8334943138178934
2026-03-14T03:26:08.162633+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,71828,1.9315480740068698
2026-03-14T03:26:08.747084+00:00,printer_01,192.168.1.121,192.168.1.184,9100,TCP,14278,4.311199477704245
2026-03-14T03:26:09.068806+00:00,router_01,192.168.1.1,8.8.8.59,443,TCP,387915,7.016646344068065
2026-03-14T03:26:10.189787+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,71502,1.4623414889435704
2026-03-14T03:26:11.112546+00:00,printer_01,192.168.1.121,192.168.1.46,9100,TCP,125111,2.939491938095044
2026-03-14T03:26:12.300021+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,258,0.057707519106280934
2026-03-14T03:26:13.252548+00:00,router_01,192.168.1.1,8.8.8.25,53,TCP,496191,5.789097194776924
2026-03-14T03:26:13.483336+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,54456,0.8741794746845414
2026-03-14T03:26:13.621642+00:00,printer_01,192.168.1.121,192.168.1.20,9100,TCP,198318,0.8734027580077569
2026-03-14T03:26:13.645602+00:00,thermostat_01,192.168.1.131,54.239.28.85,443,TCP,2902,0.3657688157422673
2026-03-14T03:26:14.332169+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,224,0.02719536093036065
2026-03-14T03:26:15.504395+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,142942,1.9776994908896233
2026-03-14T03:26:16.112713+00:00,printer_01,192.168.1.121,192.168.1.158,9100,TCP,85836,4.009058852254986
2026-03-14T03:26:17.968399+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1249,0.28482728947047514
2026-03-14T03:26:19.444146+00:00,router_01,192.168.1.1,8.8.8.70,53,TCP,446415,1.5704058778365462
2026-03-14T03:26:20.030154+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,54064,1.2762089614568877
2026-03-14T03:26:22.046132+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,76252,0.6154749482490809
2026-03-14T03:26:23.690359+00:00,router_01,192.168.1.1,8.8.8.19,53,TCP,451397,9.543809464624182
2026-03-14T03:26:26.345673+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,281,0.03340955935875354
2026-03-14T03:26:26.744291+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,80976,0.5672790671907167
2026-03-14T03:26:28.370146+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,182,0.032930894628259835
2026-03-14T03:26:29.996637+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1046,0.3911814345932244
2026-03-14T03:26:30.091564+00:00,router_01,192.168.1.1,8.8.8.48,80,TCP,366402,1.659824033654681
2026-03-14T03:26:30.771150+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,53874,1.9748132062728359
2026-03-14T03:26:33.967017+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,143345,1.1624134392592222
2026-03-14T03:26:34.050896+00:00,router_01,192.168.1.1,8.8.8.4,80,TCP,268515,3.973550586042523
2026-03-14T03:26:35.989225+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,122987,1.1971525409173818
2026-03-14T03:26:37.709914+00:00,router_01,192.168.1.1,8.8.8.24,443,TCP,100335,4.997447760002418
2026-03-14T03:26:39.302049+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,87580,1.6682891169948604
2026-03-14T03:26:41.321194+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,55101,1.9079822629864156
2026-03-14T03:26:41.970209+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,221,0.07508553373163598
2026-03-14T03:26:42.026742+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1379,0.24159293664852824
2026-03-14T03:26:43.979322+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,170,0.03285937337223131
2026-03-14T03:26:44.041559+00:00,router_01,192.168.1.1,8.8.8.40,443,TCP,421085,0.5727620963563321
2026-03-14T03:26:44.985199+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,54885,1.4515066696954155
2026-03-14T03:26:45.667837+00:00,thermostat_01,192.168.1.131,54.239.28.85,443,TCP,2926,0.31543302061374906
2026-03-14T03:26:47.011918+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,92632,0.7134464857607214
2026-03-14T03:26:48.622479+00:00,router_01,192.168.1.1,8.8.8.95,80,TCP,65696,3.2109064830278222
2026-03-14T03:26:51.597332+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,78018,1.469303173933563
2026-03-14T03:26:52.684825+00:00,router_01,192.168.1.1,8.8.8.17,53,TCP,32633,4.9448411573761515
2026-03-14T03:26:53.630762+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,96155,1.299534260590773
2026-03-14T03:26:54.060845+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1027,0.13006691924248495
2026-03-14T03:26:56.009117+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,226,0.023302179092696197
2026-03-14T03:26:56.582838+00:00,router_01,192.168.1.1,8.8.8.17,80,TCP,211497,7.741506604808951
2026-03-14T03:26:56.773883+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,113402,0.5436061803163346
2026-03-14T03:26:58.017992+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,179,0.030492917723830358
2026-03-14T03:26:58.787520+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,67656,1.247127200069996
2026-03-14T03:27:01.941254+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,115073,0.47939386970984343
2026-03-14T03:27:02.787166+00:00,router_01,192.168.1.1,8.8.8.68,443,TCP,117545,7.156343127899077
2026-03-14T03:27:03.962069+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,112475,1.9999936680202128
2026-03-14T03:27:06.091391+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,1426,0.21368065188900426
2026-03-14T03:27:08.457190+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,77868,1.001872149616703
2026-03-14T03:27:08.785235+00:00,router_01,192.168.1.1,8.8.8.99,80,TCP,128449,8.317785205444727
2026-03-14T03:27:10.036132+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,137,0.08443772289230113
2026-03-14T03:27:10.490351+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,118622,1.5176912258025024
2026-03-14T03:27:11.949667+00:00,router_01,192.168.1.1,8.8.8.20,53,TCP,297016,4.899936177183385
2026-03-14T03:27:12.067269+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,117,0.026842113824207828
2026-03-14T03:27:13.484982+00:00,printer_01,192.168.1.121,192.168.1.227,9100,TCP,28135,3.1077709591433895
2026-03-14T03:27:15.153381+00:00,camera_01,192.168.1.101,8.8.8.8,443,TCP,112399,0.1353967436148646
2026-03-14T03:27:15.886853+00:00,printer_01,192.168.1.121,192.168.1.232,9100,TCP,67219,4.281832681905167
2026-03-14T03:27:15.963318+00:00,router_01,192.168.1.1,8.8.8.80,53,TCP,471107,6.403210518295127
2026-03-14T03:27:17.184047+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,84830,1.9395899747590868
2026-03-14T03:27:17.702366+00:00,thermostat_01,192.168.1.131,54.239.28.85,443,TCP,2958,0.3329238578088407
2026-03-14T03:27:18.098930+00:00,printer_01,192.168.1.121,192.168.1.224,9100,TCP,177025,2.300257320495775
2026-03-14T03:27:18.144770+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,785,0.3579115877759662
2026-03-14T03:27:20.601349+00:00,printer_01,192.168.1.121,192.168.1.113,9100,TCP,129857,0.10362274386924697
2026-03-14T03:27:20.968554+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,116781,0.8873742690865492
2026-03-14T03:27:22.364546+00:00,router_01,192.168.1.1,8.8.8.89,443,TCP,188693,2.2703521050029045
2026-03-14T03:27:22.997512+00:00,camera_02,192.168.1.102,192.168.1.5,443,TCP,85875,1.9667306220116343
2026-03-14T03:27:23.085456+00:00,printer_01,192.168.1.121,192.168.1.22,9100,TCP,19436,3.304166512400724
2026-03-14T03:27:24.079442+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,115,0.08517029211327655
2026-03-14T03:27:25.404941+00:00,printer_01,192.168.1.121,192.168.1.134,9100,TCP,156479,4.648299929389798
2026-03-14T03:27:26.092760+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,195,0.05921914848930773
2026-03-14T03:27:26.296446+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,89717,0.48349511632662845
2026-03-14T03:27:26.762920+00:00,router_01,192.168.1.1,8.8.8.31,53,TCP,332726,8.614328049037532
2026-03-14T03:27:27.692899+00:00,printer_01,192.168.1.121,192.168.1.53,9100,TCP,70519,4.171532033409956
2026-03-14T03:27:28.329667+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,61432,0.8093187188301866
2026-03-14T03:27:30.160441+00:00,gateway_01,192.168.1.254,10.0.0.1,5000,UDP,899,0.3093964996168703
2026-03-14T03:27:30.205552+00:00,printer_01,192.168.1.121,192.168.1.38,9100,TCP,8310,0.5001522506536487
2026-03-14T03:27:31.630846+00:00,camera_01,192.168.1.101,192.168.1.5,443,TCP,139255,0.4020492875264864
2026-03-14T03:27:33.085483+00:00,router_01,192.168.1.1,8.8.8.12,53,TCP,45356,1.8803420279859424
2026-03-14T03:27:33.653437+00:00,camera_02,192.168.1.102,8.8.8.8,443,TCP,148761,0.21609984726715534
2026-03-14T03:27:36.600993+00:00,router_01,192.168.1.1,8.8.8.2,443,TCP,475280,7.544187536527356
2026-03-14T03:27:37.043993+00:00,camera_01,192.168.1.101,192.168.1.10,443,TCP,136170,0.4010697369158963
2026-03-14T03:27:38.118925+00:00,sensor_01,192.168.1.111,192.168.1.50,1883,TCP,273,0.0998159227371978
2026-03-14T03:27:39.070624+00:00,camera_02,192.168.1.102,192.168.1.10,443,TCP,127163,0.704273972235919
2026-03-14T03:27:40.141018+00:00,sensor_02,192.168.1.112,192.168.1.50,1883,TCP,266,0.020592970225675376
