traffic_volume,packet_count,unique_destinations,unique_dst_ports,port_entropy,avg_packet_size,flow_count,avg_duration,periodicity_score,tcp_ratio,connection_frequency,destination_repetition_score,time_of_day_activity,label
52930.72473298681,85.71297163947264,1,2,0.08040402570874933,617.5345892290951,2,0.537052378227604,0.23452724289587423,0.9983372387832462,0.47618317577484803,0.7527775758032036,0.30723014544620836,normal
36699.25934485215,99.49424748857744,2,3,0.36046996212606464,368.8581025658338,4,0.6114777430019245,0.12810243034842775,0.8103147409178301,0.5527458193809858,0.7795607103045176,0.3975958573516334,normal
49228.98290585896,106.82303949633288,2,3,0.21719718275521432,460.8461165116813,1,0.5523733837946729,0.27307116538790777,0.8477553081456591,0.5934613305351827,0.7585728963394133,0.5889808461046021,normal
39291.075019388874,109.64944830486371,2,2,0.4769642885012937,358.33354044925045,1,0.895144620039633,0.3243156321692242,0.985921554107186,0.6091636016936873,0.799225091401154,0.521105986734196,normal
53363.98763786253,101.01259621830333,2,3,0.15284850964359092,528.2904274882211,4,0.8660230043651712,0.19507660154688333,0.7508478240058277,0.5611810901016852,0.8670403787375051,0.6744619096643123,normal
56300.74938601007,135.25874944606457,2,2,0.30750361334958487,416.2447872435817,2,0.4227821031665475,0.17624909472092165,0.7885871765256816,0.751437496922581,0.7967652292715801,0.6394679179698697,normal
54186.39469172602,85.43641501273333,1,1,0.14825507182389924,634.2306694826807,2,0.8291020552112627,0.3601216955740312,0.9739721657669413,0.47464675007074075,0.8534027196582813,0.5006065178748798,normal
55708.90510693167,122.71131280361197,2,2,0.3978963347180505,453.98344972552434,4,0.8979554340555939,0.10828503156211142,0.8736594686522676,0.6817295155756221,0.8315422369054261,0.5688104541180797,normal
40865.87462677585,90.89933652024868,2,1,0.4194667510346817,449.5728592878408,2,0.1274502249451445,0.11120445662476433,0.9467801681978975,0.5049963140013816,0.8080571924233788,0.3508242050607539,normal
65603.8014113288,102.57102000142163,2,1,0.22863258080686427,639.5939263392285,2,0.14651354905174693,0.2594063894704444,0.8621905364830319,0.5698390000078979,0.8912289704494619,0.5904365334890647,normal
50151.43278259864,108.84148033733463,2,3,0.39759309738435183,460.77499706144454,3,0.4901686638226679,0.32321279289973465,0.7752581582039983,0.6046748907629702,0.755300102299411,0.33234918664687907,normal
67812.91077026367,86.45168664570487,1,2,0.45760686381324023,784.4024032541276,3,0.3252186083481358,0.26476799941183615,0.9143787768100187,0.4802871480316937,0.8980592130153193,0.4119735587783771,normal
71221.56197012633,120.64930521102293,1,3,0.12386549475057873,590.3188737436616,4,0.24278180287824194,0.13604939434169266,0.8025639000149204,0.6702739178390164,0.7275397197440325,0.33766279530742405,normal
56990.92381859989,111.99793267422012,2,1,0.2323369064698057,508.856926711096,1,0.45865426095763606,0.284755029415665,0.8905280952602931,0.6222107370790007,0.7135912029316133,0.4498450458505885,normal
50585.08902306844,146.95993856900645,1,1,0.34198188469907054,344.210058303173,4,0.16351187266038686,0.2927257834618947,0.7079533931624865,0.816444103161147,0.875732674382039,0.676092096569983,normal
31026.230175113422,125.61081523354927,2,1,0.22912644524575831,247.0028565408646,3,0.8385755281695598,0.28778190103047185,0.9461280531313804,0.6978378624086071,0.8954454315573364,0.38267374395069814,normal
41169.213415204664,86.01243903207036,2,2,0.019481566155116814,478.642553082984,2,0.7147060960747211,0.12135659453806871,0.7956926890881284,0.477846883511502,0.9534625932908364,0.30930877429433035,normal
44106.35243055788,116.99204194042049,2,2,0.3483685826820753,377.00301404278025,1,0.9429833366701366,0.11175589800269388,0.8253838095146736,0.6499557885578916,0.9902741654560743,0.5191887532992349,normal
66783.05509822896,62.51062250280977,1,1,0.3658238776498201,1068.34730521564,4,0.4348162772135049,0.3329238882225991,0.8022410620759053,0.3472812361267209,0.9792271976810694,0.6433651007372047,normal
65528.597758393254,91.20964249051445,1,3,0.051561934417966304,718.4393663773876,1,0.5808947261775071,0.24896835720492333,0.816885425865761,0.5067202360584137,0.7892905523527932,0.3399939548647453,normal
45887.09409340186,119.6804708912618,2,2,0.33838495221215165,383.41338191335774,4,0.6160940993109575,0.2895511636509398,0.8345336565934959,0.6648915049514544,0.7879632315094194,0.43146581814796636,normal
61581.10873500068,115.83325387925872,1,1,0.056732301008724006,531.6358357608694,1,0.5449782742323234,0.1172676280049933,0.8648586646971206,0.6435180771069929,0.8324591504120131,0.6550816731033199,normal
41745.028032074886,93.57228316694014,2,1,0.3807553158587361,446.12599606657614,4,0.8801818347797572,0.3515442291291956,0.8278274425140824,0.5198460175941119,0.7667729252713091,0.4586606407817007,normal
34183.46074385455,101.58018028488112,2,1,0.18532107353344546,336.51703164915835,4,0.31301667431387087,0.3723081119045639,0.8775666216463853,0.5643343349160063,0.805065474010094,0.5832724782332799,normal
26604.034363566017,92.969264027591,1,3,0.12436207721514397,286.15945970778677,3,0.2000777340755362,0.24778753128725778,0.7034060934302256,0.5164959112643944,0.8405981925982379,0.32252131027273495,normal
62711.38225980915,115.41726202928079,1,2,0.20011144643601242,543.3449135528755,4,0.35714087765367464,0.3605797384568381,0.7670787515558357,0.6412070112737822,0.9889667618321833,0.30486178987592655,normal
50696.52664518879,119.6700861271693,1,1,0.12649508399462056,423.63574963349924,3,0.9723722820571891,0.2569293532510447,0.8888195914405788,0.6648338118176073,0.9087246066953851,0.48181642590710927,normal
62004.11548413398,136.32175580487632,2,3,0.022723190170728935,454.8365381449705,4,0.9628321666670615,0.11735916932731222,0.8183565395824389,0.7573430878048685,0.7320268197807652,0.43426402591878527,normal
54627.24313641119,79.18299693440207,2,2,0.11469737285247483,689.8860266891172,4,0.16996117326848637,0.39231844229985,0.9958632233438809,0.43990553852445596,0.9094485142059235,0.5144385465376481,normal
59504.2383818605,88.46192688675194,2,1,0.06659256261187485,672.6536542442402,3,0.840283518630852,0.3849399739875773,0.917715852516508,0.4914551493708441,0.8840245587807369,0.4672972145162475,normal
61794.40120721287,90.6164869579059,2,3,0.07520844555176409,681.933313481003,1,0.7746204699784649,0.21789683469365775,0.9487492662119543,0.5034249275439217,0.8707244407497243,0.32540473183600055,normal
53424.569180075145,138.23059213018857,1,2,0.4565828761288214,386.48875300887613,3,0.7920886736624595,0.38342971896472844,0.9548942172032234,0.7679477340566032,0.7742044305229593,0.4802176541240374,normal
36314.09884458143,110.7098361995041,1,2,0.17908135901642025,328.01149465293935,4,0.11996626782727147,0.24944955599376792,0.8428632090367042,0.6150546455528005,0.9494114470187504,0.42311089590841977,normal
44367.41388539637,150.78515582421784,1,3,0.3923341319721548,294.2425840453351,2,0.7336717912893012,0.16388924845267322,0.7409114426760309,0.8376953101345436,0.7043633997003645,0.44023502352263877,normal
32691.268962344326,128.88677583963621,1,3,0.4520793472468742,253.64331405899645,4,0.5927016762092004,0.23527313422483134,0.9731413835209819,0.7160376435535345,0.7893878354625851,0.5094409104060045,normal
59686.28484627345,112.91465577446495,2,1,0.2460581465397691,528.5964380522089,4,0.15961238006667927,0.11375837992138989,0.8862417053266274,0.6273036431914719,0.8042240224676243,0.3836523164314056,normal
31806.99550470071,118.29211031188169,1,1,0.23005957949178601,268.88518110667184,4,0.23671242416106492,0.14164815179482304,0.8922624234409644,0.6571783906215649,0.7545640253197434,0.43826691332954526,normal
49373.20902726828,119.10284641002477,1,2,0.3009676977704801,414.5426454150015,3,0.136781754639831,0.15068051892164938,0.7835771017095876,0.6616824800556932,0.753103145283024,0.3354810135028222,normal
48929.69640045442,79.29515355161251,2,2,0.18213493052403773,617.0578428681207,2,0.3970895619791399,0.19647482940400873,0.7276871758686237,0.44052863084229177,0.844343618216888,0.5751138868384331,normal
37739.46995801898,100.83330534250766,2,1,0.0012975121918232801,374.2758390179379,4,0.8255811518137552,0.32447790711509755,0.7553563058069132,0.5601850296805981,0.762804797001013,0.44818884111655277,normal
73741.41743400597,93.78551470765612,1,2,0.23126735806657395,786.2772589548537,1,0.1561072262601173,0.144321727571868,0.7399350785762434,0.5210306372647562,0.9061496516209993,0.6377762690534514,normal
46417.90799509221,118.03726874035775,1,3,0.05243458326624045,393.2478995019444,3,0.43955574679416043,0.10602135933331791,0.7966237496749534,0.6557626041130986,0.7634344020989634,0.43099894087116586,normal
66871.41635072565,117.63279513898901,1,1,0.24922109946452864,568.47596175636,3,0.6257795362427523,0.3210467426184739,0.8673226797851312,0.653515528549939,0.8759606303982277,0.5257834170090565,normal
34769.23761119647,77.28269004985506,2,2,0.3037776111467864,449.896834449821,3,0.4204870533080617,0.39595457463789396,0.8817324458070661,0.42934827805475034,0.7711680375207983,0.3407129890481615,normal
45418.900971686235,87.480141394912,2,2,0.09328351202565288,519.1909872053302,2,0.8252783980670291,0.11669604680709261,0.9526942105894545,0.48600078552728887,0.7154906433623538,0.3072969925713444,normal
51739.663291695695,118.15743894484855,1,3,0.40853603547463996,437.8874809215002,1,0.541673901332906,0.31686882898653274,0.9462584419460057,0.6564302163602698,0.9155371812509661,0.5140146928179642,normal
62419.70598009856,98.28473661534332,1,2,0.4839970332521171,635.0905352108779,4,0.4828927947547751,0.2522831136053365,0.772722919724524,0.5460263145296851,0.734451047421761,0.544248016976653,normal
56385.92458777374,66.7695987546208,1,3,0.24057005092740874,844.484999752549,3,0.6344947878021089,0.21076914445296885,0.8362803916657299,0.3709422153034489,0.864580935381446,0.5195687919555909,normal
56266.16067532985,79.74763858173937,2,1,0.06941238672101019,705.5526869006712,1,0.7842050739007179,0.2786916221823533,0.8414728565650476,0.4430424365652187,0.8235522742441805,0.4395473066171981,normal
51697.292843903735,101.787878382913,2,3,0.03324813368338875,507.89242948384407,4,0.7494368956761495,0.11442839318922632,0.9344543445254245,0.5654882132384055,0.9483822661532476,0.6002007699061254,normal
55161.24728577691,109.50987282898349,1,1,0.11784587303249988,503.7102670361026,2,0.5707588822922074,0.20764914523705078,0.9631601622439325,0.6083881823832417,0.8177335322267906,0.6266397757886308,normal
29618.75464822146,79.83827378165192,1,1,0.15068893708207104,370.98440691772964,3,0.4948702078495052,0.27324588127183774,0.8066087355455187,0.4435459654536218,0.8174446330604506,0.5127429918752695,normal
27109.387430670027,128.64963834905012,1,3,0.3652745684046507,210.72260892889005,2,0.22534486539704854,0.3382075567810888,0.886021826778554,0.7147202130502784,0.8600383275928964,0.6575570332203831,normal
45126.04976078852,108.07641117358611,1,1,0.12424456990723287,417.53838113952224,3,0.22881518699362266,0.161363377950839,0.9142192246670843,0.6004245065199229,0.8481944461392588,0.6018541167440465,normal
50870.35228146672,81.05317240115751,1,1,0.06374433116599121,627.6170416833709,4,0.5520595127162772,0.26195819113385105,0.8459072445986824,0.45029540222865283,0.822686553125648,0.608752792239298,normal
50272.64704818879,97.29799384170126,2,2,0.12589952945347638,516.6873957337676,1,0.8441189450281705,0.3877224383692084,0.8027572771535629,0.5405444102316737,0.768205294908996,0.46943874496819316,normal
58136.88575956651,69.97671103313826,2,1,0.06955809707153093,830.803347302721,2,0.6503088118911831,0.10543305514625216,0.9616371726832454,0.388759505739657,0.9796354847450837,0.5260532734356835,normal
54810.09231736713,104.47768048558262,2,3,0.07626952145713067,524.6105394245486,4,0.4369918327483798,0.12067646181016564,0.7231963196466361,0.5804315582532368,0.7312740898155428,0.6361758527921691,normal
43725.81115622523,90.09221514137506,2,2,0.41874539450124604,485.34505548131483,1,0.8829067258559155,0.2556514171378217,0.8773826307234788,0.5005123063409725,0.8197008111610391,0.32190465552881253,normal
60709.96467205255,88.34398797174005,1,2,0.1667495858455721,687.1997298952905,3,0.4730541257832649,0.3590554421838871,0.9768880695395454,0.4907999331763336,0.8397100366956439,0.4923347912356294,normal
51613.532258789026,115.50945144977828,1,3,0.07042851018989993,446.8338444255342,4,0.6198687586823924,0.14965399522839215,0.7101637480739784,0.6417191747209905,0.7934419513398272,0.612198283018435,normal
40930.96505858246,85.58735529393633,2,1,0.2575868412034063,478.2361239929834,1,0.9649632857225097,0.1445988183259339,0.8243872371181071,0.47548530718853516,0.7256049004235932,0.6987497007383789,normal
75733.5980324986,101.18436868028977,1,2,0.3749802351995889,748.4713204249219,3,0.8198038198668425,0.20481609971479992,0.8404695485324138,0.5621353815571654,0.8874927961153156,0.4510903789760677,normal
53031.05666100579,123.33001659850211,1,2,0.3570295998949141,429.99310406036113,2,0.5719512423948221,0.23222882408146847,0.8202289182625978,0.6851667588805673,0.8678920993924654,0.36209609837228496,normal
52898.42264168468,94.9035746325527,1,3,0.18665465813987647,557.391255771941,2,0.9076873688369957,0.25797353999778816,0.9402249314458363,0.5272420812919595,0.9936794306847884,0.6359155437826282,normal
47431.82972074268,120.4857316355878,1,3,0.12694428202165214,393.67175745092766,3,0.7047034692388555,0.10591316132630925,0.7312325745953722,0.6693651757532655,0.9399748256119568,0.37141786482173345,normal
37778.721911080545,114.25996860344776,2,3,0.12158609549972704,330.6383011726172,2,0.6428776619592816,0.34205504468877584,0.9887947955664624,0.6347776033524876,0.983322917673182,0.3564327395110854,normal
33067.338252902104,81.98934229625712,2,3,0.31662038745548027,403.3126419458015,1,0.2870976296314246,0.10795966116214592,0.7544306305269391,0.45549634609031736,0.8749124682909076,0.4685698202369991,normal
37584.98769050877,83.67389181890309,2,3,0.29514747125740387,449.18417051587176,4,0.8475890559087248,0.2035576434643827,0.932150356960402,0.4648549545494616,0.8088273683997836,0.6444272079898886,normal
46449.67672353276,105.14946469165315,2,3,0.4472761134470457,441.74905559191086,4,0.26389642493942495,0.24543351014510387,0.8537372967645764,0.5841636927314064,0.9225060832685996,0.5795383412643618,normal
36416.52280713848,90.61122173180908,2,3,0.2108519672766409,401.8985961244848,2,0.5731211640724173,0.15150378575449105,0.7816921979558107,0.5033956762878282,0.70551720296424,0.6657195226241995,normal
51958.452550976814,80.43254444769936,2,2,0.2770890012578967,645.9879257551326,1,0.5477184045819016,0.3160607744896888,0.7319736190386023,0.4468474691538853,0.7420055615981347,0.40547352105384654,normal
59113.76195804564,81.66908350449121,2,1,0.33251833727312774,723.820562462842,3,0.6159649403614605,0.35143208895348876,0.8213144504647073,0.4537171305805067,0.9312734131192811,0.46881442382027494,normal
53715.93830486527,97.63204198907542,1,3,0.045168480288803936,550.1875942620952,3,0.32081419871318884,0.21678868421259298,0.7866081210312099,0.5424002332726412,0.8067018149394847,0.5876183620736981,normal
55739.669592016755,64.92852564182627,2,3,0.33183558268132407,858.4773647795546,2,0.22150114967908624,0.24512648257972386,0.7809733667176584,0.3607140313434793,0.861952833672458,0.3648055511566338,normal
52359.99756677331,104.65352715827589,1,1,0.07733607044161811,500.31756204055216,1,0.7938209833712397,0.13197947594013154,0.7225413345207425,0.5814084842126438,0.918456626861081,0.49819652648247936,normal
43730.329422122326,136.24897115993858,1,3,0.40955115883709986,320.95896981701685,1,0.10210545156320044,0.39030981646212604,0.7015761455675155,0.7569387286663254,0.7309281238041234,0.4258386227237643,normal
56637.37213888021,120.20282920857237,1,3,0.0433526059310918,471.1816894143542,4,0.8856512522887674,0.31966746592286843,0.9419683443584349,0.6677934956031798,0.8976350100132152,0.576910625807141,normal
45462.556914635585,112.6588326758693,1,3,0.34658760572846237,403.54187802953624,1,0.949653405717952,0.11182804341055178,0.9116725517547065,0.6258824037548295,0.9775744952246997,0.3722301380509334,normal
58184.847346385395,102.67695308492,2,3,0.34871013362341996,566.6787492054135,1,0.27333912500706736,0.13458460637418532,0.8265287979191538,0.5704275171384444,0.9386025513877292,0.5980258192480881,normal
49331.23675522733,86.72748097235846,1,2,0.3222733253129111,568.8074437553425,2,0.6366428906338477,0.16900265118631091,0.7361700657331836,0.4818193387353248,0.7230859604887627,0.5785155103512558,normal
62557.56125573521,82.10785395560993,2,3,0.15764516891530517,761.8949740125443,1,0.5845613413427088,0.2984965525241625,0.9213567300719575,0.4561547441978329,0.8560504329636196,0.4707268226619457,normal
47818.961016260575,119.91715057436988,1,2,0.49517065667088855,398.7666550382578,3,0.8872315054157794,0.25868114020816363,0.9817203095538689,0.6662063920798327,0.9396349707320997,0.6991736442133349,normal
62231.70950591457,86.33136419739753,1,2,0.23993781015195442,720.8470534951949,1,0.622681486504595,0.18150609132070122,0.8194862151926906,0.47961868998554186,0.727509800533429,0.4345481855313688,normal
67377.29428744459,103.3695231882997,1,3,0.2336553832688263,651.810052027704,4,0.3585150924886735,0.18889243613679704,0.7700823253149729,0.5742751288238872,0.7126279568909085,0.3071495738933655,normal
49653.15112613219,104.68429465073041,1,1,0.3398236413465349,474.3132796738555,4,0.9607741278034825,0.33939679664301503,0.7776947954805441,0.58157941472628,0.8765662686919736,0.6929322060320326,normal
52434.957388079,118.56195553232388,2,1,0.49459245490667947,442.257865540886,3,0.9920517635232788,0.16950151041503303,0.9828195322405378,0.6586775307351327,0.8948939946977106,0.5430947179515436,normal
34300.39662342657,101.47925928147136,2,1,0.11024310453508768,338.0040105366568,1,0.9615432366849931,0.3478617087381898,0.9402309061389625,0.5637736626748409,0.8889333768988459,0.3865296092146214,normal
75016.98212860443,109.39241578751009,1,1,0.13011668397576365,685.7603572291665,3,0.7824146281336821,0.3088061854161377,0.7461687719019565,0.6077356432639449,0.9447499374971853,0.3897762287346642,normal
52029.230208513,69.68511770005536,1,2,0.4300634082089619,746.6333117562011,3,0.8897147763673423,0.17968001277661183,0.7388544763848413,0.3871395427780853,0.9666244239606931,0.6822605992919013,normal
52858.65390724905,106.6891357997405,2,1,0.27542868530456965,495.44551571274064,3,0.3532518645197741,0.17579472818826553,0.7015246419454078,0.5927174211096694,0.908714287854925,0.31951343266926924,normal
55510.677454759076,100.77755215845893,2,1,0.4472399654840337,550.8238319529345,1,0.8660862226438918,0.24854395810419233,0.8441759731979943,0.5598752897692163,0.8777223353978553,0.6298723863700597,normal
63238.74803787213,77.36367715734609,1,1,0.13351413508471066,817.4216940238508,2,0.5691342809623734,0.36044824121546415,0.7735856596766003,0.4297982064297005,0.7472021979107577,0.3641600421320288,normal
38311.0373425828,85.14971298286119,1,2,0.052917046914292,449.9256192477594,3,0.7774449756018771,0.14758153158792212,0.9642612277596785,0.4730539610158955,0.9615530583235696,0.31169891321382365,normal
48328.81919683146,102.93427372866645,1,1,0.3717541281458039,469.5114410990615,3,0.10100810033209855,0.26685452051192715,0.9269907411354804,0.5718570762703692,0.7776064992093723,0.3772531458349172,normal
47517.37099214885,88.10219405860869,1,1,0.05792192839012883,539.3437870632214,2,0.6706051327896502,0.2619956139147567,0.9339536185453431,0.48945663365893716,0.7320941916480875,0.6044111610008112,normal
55380.22354796844,100.95908100566211,1,3,0.46601405275500873,548.5412802525663,1,0.8099262836836698,0.15212604259227006,0.931256232562297,0.5608837833647895,0.9841893664769015,0.3665510347729089,normal
57519.02618032698,119.53798156074131,2,1,0.028960230279399146,481.1778267403621,4,0.14116783043126158,0.3614610418457129,0.992046690753219,0.664099897559674,0.9906633565857075,0.5998607326971699,normal
53671.02266788067,89.48389225374086,1,1,0.011061775764498627,599.7841769744539,2,0.43465017631485214,0.34563569300712815,0.7757526249065146,0.4971327347430048,0.70030884395369,0.3635753133107026,normal
56782.99411192041,99.03940938571647,1,1,0.427104887230783,573.3373660456188,3,0.8153285938749364,0.30810466773444667,0.7662308838366281,0.5502189410317582,0.7247143136847528,0.5721997208298852,normal
37196.956013291056,117.44914656560289,1,2,0.07552894589045012,316.70690763609906,4,0.7581430602763171,0.37285735328434555,0.9572080276277496,0.6524952586977938,0.9893561416810626,0.6040376313752389,normal
31532.275655285983,88.66661174979788,2,2,0.11497730294554309,355.62738930709014,1,0.2803232291938414,0.36043684404715937,0.9144772120606743,0.4925922874988771,0.8688250859030148,0.48861298404100506,normal
37842.4662583275,103.08494627468136,1,1,0.04558224520309584,367.09983005173245,4,0.7938296601796468,0.3534349684350664,0.9283071972828997,0.572694145970452,0.8878660964894246,0.352497951072955,normal
62492.01767487534,109.82809134038995,1,2,0.05865409448119724,568.9984858354132,1,0.6465758034364041,0.17426198668101256,0.8675238017749594,0.6101560630021664,0.7676620427331206,0.364330187631276,normal
36735.45205546535,123.0916856371874,2,3,0.49217570370145197,298.43975135528694,1,0.11045848591729057,0.12173406633836767,0.8177480669220054,0.6838426979843745,0.8439816504151371,0.5400082192477215,normal
60235.215224656604,78.1274210787321,1,2,0.4539093264923201,770.9868621409529,3,0.5324562525320461,0.13147905352545247,0.7726135047587582,0.4340412282151783,0.9959987779801439,0.35699821716060526,normal
74020.26281835456,99.54793821110361,2,1,0.27982434174345705,743.5639968894736,4,0.9471137538091479,0.12172488164390247,0.8602726617929335,0.5530441011727979,0.96476004574588,0.3330034137761685,normal
45288.91827697301,121.50248550434577,1,2,0.4887331931573929,372.74067348484954,2,0.7205184722235392,0.3401760097327249,0.760045073273443,0.6750138083574765,0.7502447746777209,0.3418271361337601,normal
63993.55436586002,118.49267365825537,2,1,0.4681061231218449,540.0633844285072,3,0.6516497573790453,0.18965076590119417,0.9805605445898379,0.658292631434752,0.9842051387893116,0.5501218640855792,normal
55180.66943845092,126.1597327428021,1,3,0.33041005914962535,437.38733618710194,4,0.5928331385383626,0.34518933098874816,0.83569548535549,0.7008874041266784,0.8930733085589575,0.5105610643744453,normal
46304.7838317777,104.09098792181491,2,3,0.32514709293672694,444.84911476254086,1,0.8846052099329815,0.1657641962074133,0.9927595767457393,0.5782832662323051,0.801068737531332,0.3728471662754797,normal
56186.865478479056,122.58648875079001,1,2,0.01043056964576905,458.3446842392487,3,0.30560926719816883,0.39890017481702267,0.9924379486440349,0.6810360486155,0.895097705904081,0.379816980371658,normal
44977.44283805876,104.23189940760787,1,3,0.12884144425560684,431.51322285868144,4,0.2567740029204283,0.3882341654460931,0.8247722098440822,0.5790661078200438,0.9538735876057147,0.551505927282378,normal
58737.830409601156,115.36247670269434,2,2,0.4335157480612243,509.15888847442983,4,0.6292525402810712,0.1088183337269522,0.8186545509547045,0.6409026483483019,0.8818566140683515,0.5390894261023457,normal
55997.838559647294,122.67093549005412,1,3,0.1419272643043225,456.4882328152415,1,0.28959597010509996,0.2868899750690449,0.8894680660277562,0.6815051971669673,0.9199339067245843,0.3526270740509039,normal
54940.301862827386,105.21347531647814,1,2,0.11877166246193882,522.1793282425948,2,0.5613536846852246,0.22390935239430915,0.7207398358559858,0.5845193073137674,0.8311496166450479,0.3389573570214208,normal
66100.6746869338,67.08446940969364,1,1,0.3313106395041602,985.3349854084456,3,0.2471714853265205,0.21732446099552824,0.9908236967005862,0.3726914967205202,0.7774400298103382,0.5626946658165168,normal
61077.204502817,85.83842267611718,2,1,0.11851392855416809,711.536892205855,3,0.3124454170118176,0.1220490241990038,0.7509273715262622,0.47688012597842877,0.8559321845668053,0.4348012705725145,normal
47407.49557419775,124.67373842752072,2,3,0.4742916774257169,380.25245871453654,1,0.2503377171108549,0.1502857648864953,0.7110014280800628,0.6926318801528929,0.9209206045196922,0.565521811048722,normal
62145.09285305348,98.20954779504189,2,3,0.4341356402566293,632.7805620564203,4,0.5859152555519913,0.11025632978174746,0.9960078941071484,0.5456085988613438,0.7368912425588879,0.3924523649710586,normal
51491.77260344935,90.44639708211585,1,2,0.09000521873636175,569.307062134274,3,0.38454049447907546,0.2521704426065178,0.7124718577151176,0.5024799837895325,0.7445029602886266,0.6946520491835387,normal
51393.42593621265,109.05069783642669,1,3,0.22736992781692955,471.2801197595406,3,0.5695570419725918,0.20279604643627464,0.8596734966478897,0.6058372102023705,0.7377224535419946,0.35308586152771093,normal
42673.158087423806,110.10854293249635,1,1,0.3654147374354382,387.5553790007485,1,0.49937519737411407,0.36044267631325166,0.7531449368342158,0.6117141274027575,0.9077877856678493,0.6352461158592441,normal
51504.189051435766,107.2992200493245,2,2,0.3089236201006069,480.00525099585764,4,0.878147952359533,0.3305558093571374,0.7339329457229719,0.5961067780518028,0.938653111508921,0.6674711187974016,normal
