timestamp,device_id,src_ip,dst_ip,port,protocol,bytes,duration,attack_type
2026-03-13T10:35:53.643674+00:00,camera_01,192.168.1.101,104.21.34.21,443,TCP,94801,1.1496025157608032,normal
2026-03-13T10:35:55.666324+00:00,camera_02,192.168.1.102,104.21.34.36,443,TCP,53378,1.8659482544522152,normal
2026-03-13T10:36:00.044452+00:00,camera_01,192.168.1.101,104.21.34.24,443,TCP,52626,1.7253517291648697,normal
2026-03-13T10:36:02.077229+00:00,camera_02,192.168.1.102,104.21.34.39,443,TCP,116820,0.8521423328798137,normal
2026-03-13T10:36:06.244327+00:00,camera_01,192.168.1.101,104.21.34.44,443,TCP,130063,1.3759522769131982,normal
2026-03-13T10:36:08.264889+00:00,camera_02,192.168.1.102,104.21.34.31,443,TCP,70648,0.592680207713755,normal
2026-03-13T10:36:13.044439+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,139937,1.8515682388205537,normal
2026-03-13T10:36:15.070695+00:00,camera_02,192.168.1.102,104.21.34.50,443,TCP,99221,1.359862583911571,normal
2026-03-13T10:36:16.455748+00:00,printer_01,192.168.1.121,192.168.1.189,9100,TCP,70090,2.862128064590171,normal
2026-03-13T10:36:18.151280+00:00,camera_01,192.168.1.101,104.21.34.41,443,TCP,149234,1.7046304749776362,normal
2026-03-13T10:36:18.968679+00:00,printer_01,192.168.1.121,192.168.1.230,9100,TCP,91790,0.3358587514304232,normal
2026-03-13T10:36:20.166330+00:00,camera_02,192.168.1.102,104.21.34.36,443,TCP,59525,0.5279347833902458,normal
2026-03-13T10:36:21.265774+00:00,printer_01,192.168.1.121,192.168.1.67,9100,TCP,97153,4.879268813475646,normal
2026-03-13T10:36:23.472239+00:00,printer_01,192.168.1.121,192.168.1.41,9100,TCP,18811,4.281509596731766,normal
2026-03-13T10:36:25.140418+00:00,camera_01,192.168.1.101,104.21.34.35,443,TCP,52638,1.9838589764879495,normal
2026-03-13T10:36:25.679383+00:00,printer_01,192.168.1.121,192.168.1.12,9100,TCP,152093,3.1026328752973438,normal
2026-03-13T10:36:27.160743+00:00,camera_02,192.168.1.102,104.21.34.39,443,TCP,131070,1.973496476172404,normal
2026-03-13T10:36:27.810318+00:00,printer_01,192.168.1.121,192.168.1.241,9100,TCP,145057,3.521261378429832,normal
2026-03-13T10:36:30.722733+00:00,camera_01,192.168.1.101,104.21.34.33,443,TCP,87359,1.0543367353227682,normal
2026-03-13T10:36:32.748053+00:00,camera_02,192.168.1.102,104.21.34.24,443,TCP,125019,1.46347862973823,normal
2026-03-13T10:36:36.151623+00:00,camera_01,192.168.1.101,104.21.34.39,443,TCP,69974,0.7317288132273986,normal
2026-03-13T10:36:38.176957+00:00,camera_02,192.168.1.102,104.21.34.11,443,TCP,96372,0.5967620636048053,normal
2026-03-13T10:36:42.031630+00:00,camera_01,192.168.1.101,104.21.34.30,443,TCP,81250,1.3532198888981106,normal
2026-03-13T10:36:44.052364+00:00,camera_02,192.168.1.102,104.21.34.16,443,TCP,107129,1.3375452068846465,normal
2026-03-13T10:36:48.215395+00:00,camera_01,192.168.1.101,104.21.34.27,443,TCP,114599,0.7812321774495529,normal
2026-03-13T10:36:50.239171+00:00,camera_02,192.168.1.102,104.21.34.31,443,TCP,51296,0.3669169290511407,normal
2026-03-13T10:36:54.210709+00:00,camera_01,192.168.1.101,104.21.34.16,443,TCP,56828,0.5543872116074849,normal
2026-03-13T10:36:56.226846+00:00,camera_02,192.168.1.102,104.21.34.46,443,TCP,118581,1.985909871381764,normal
2026-03-13T10:37:00.212561+00:00,camera_01,192.168.1.101,104.21.34.35,443,TCP,139799,0.7780852698393693,normal
2026-03-13T10:37:02.231405+00:00,camera_02,192.168.1.102,104.21.34.45,443,TCP,63068,1.4900669629604557,normal
2026-03-13T10:37:06.865823+00:00,camera_01,192.168.1.101,104.21.34.17,443,TCP,113172,0.7944192682084419,normal
2026-03-13T10:37:08.035493+00:00,printer_01,192.168.1.121,192.168.1.183,9100,TCP,31546,1.8524212822663115,normal
2026-03-13T10:37:08.884411+00:00,camera_02,192.168.1.102,104.21.34.24,443,TCP,122527,1.4636838740782812,normal
2026-03-13T10:37:10.506799+00:00,printer_01,192.168.1.121,192.168.1.142,9100,TCP,193788,1.1549368134165008,normal
2026-03-13T10:37:12.748055+00:00,camera_01,192.168.1.101,104.21.34.23,443,TCP,123213,1.549751248670774,normal
2026-03-13T10:37:12.808587+00:00,printer_01,192.168.1.121,192.168.1.233,9100,TCP,173355,3.663303898947889,normal
2026-03-13T10:37:14.788785+00:00,camera_02,192.168.1.102,104.21.34.23,443,TCP,81816,0.1475136740686594,normal
2026-03-13T10:37:15.077628+00:00,printer_01,192.168.1.121,192.168.1.222,9100,TCP,92883,3.063303515402461,normal
2026-03-13T10:37:18.880086+00:00,camera_01,192.168.1.101,104.21.34.30,443,TCP,113221,0.1149830929544545,normal
2026-03-13T10:37:20.906060+00:00,camera_02,192.168.1.102,104.21.34.44,443,TCP,90879,0.3788881549390804,normal
2026-03-13T10:37:25.349992+00:00,camera_01,192.168.1.101,104.21.34.43,443,TCP,54879,0.5632853344451171,normal
2026-03-13T10:37:27.365268+00:00,camera_02,192.168.1.102,104.21.34.39,443,TCP,89229,1.4252988738053214,normal
2026-03-13T10:37:32.109940+00:00,camera_01,192.168.1.101,104.21.34.48,443,TCP,81243,1.8740217798003291,normal
2026-03-13T10:37:34.131749+00:00,camera_02,192.168.1.102,104.21.34.42,443,TCP,135120,1.1755178558742625,normal
2026-03-13T10:37:38.511879+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,60684,1.8408047586818543,normal
2026-03-13T10:37:40.539160+00:00,camera_02,192.168.1.102,104.21.34.10,443,TCP,85431,1.3433793549622817,normal
2026-03-13T10:37:44.566712+00:00,camera_01,192.168.1.101,104.21.34.14,443,TCP,61692,1.0575053547833029,normal
2026-03-13T10:37:46.599539+00:00,camera_02,192.168.1.102,104.21.34.27,443,TCP,134154,1.204184396014979,normal
2026-03-13T10:37:50.210727+00:00,printer_01,192.168.1.121,192.168.1.222,9100,TCP,15374,3.455152824811153,normal
2026-03-13T10:37:50.318010+00:00,camera_01,192.168.1.101,104.21.34.16,443,TCP,93747,1.728370744239037,normal
2026-03-13T10:37:52.343993+00:00,camera_02,192.168.1.102,104.21.34.24,443,TCP,59647,0.7088797039704103,normal
2026-03-13T10:37:52.699928+00:00,printer_01,192.168.1.121,192.168.1.187,9100,TCP,74362,4.2298392372406655,normal
2026-03-13T10:37:55.153580+00:00,printer_01,192.168.1.121,192.168.1.78,9100,TCP,151275,4.47775437637897,normal
2026-03-13T10:37:56.493678+00:00,camera_01,192.168.1.101,104.21.34.13,443,TCP,105140,1.9738445107072136,normal
2026-03-13T10:37:57.531335+00:00,printer_01,192.168.1.121,192.168.1.94,9100,TCP,72920,2.63161280685968,normal
2026-03-13T10:37:58.527670+00:00,camera_02,192.168.1.102,104.21.34.25,443,TCP,108383,0.17664985315544,normal
2026-03-13T10:37:59.774226+00:00,printer_01,192.168.1.121,192.168.1.19,9100,TCP,30121,4.18199815732535,normal
2026-03-13T10:38:01.993945+00:00,printer_01,192.168.1.121,192.168.1.225,9100,TCP,124168,3.004056534247327,normal
2026-03-13T10:38:02.384294+00:00,camera_01,192.168.1.101,104.21.34.12,443,TCP,131554,0.3794913841551094,normal
2026-03-13T10:38:04.407630+00:00,printer_01,192.168.1.121,192.168.1.204,9100,TCP,121298,4.562699218284777,normal
2026-03-13T10:38:04.406417+00:00,camera_02,192.168.1.102,104.21.34.48,443,TCP,73588,1.7589724791915191,normal
2026-03-13T10:38:06.561658+00:00,printer_01,192.168.1.121,192.168.1.113,9100,TCP,113787,1.9649373817857063,normal
2026-03-13T10:38:07.993648+00:00,camera_01,192.168.1.101,104.21.34.15,443,TCP,91793,1.1455891754272105,normal
2026-03-13T10:38:10.030751+00:00,camera_02,192.168.1.102,104.21.34.25,443,TCP,84566,1.2210632029993345,normal
2026-03-13T10:38:14.664484+00:00,camera_01,192.168.1.101,104.21.34.42,443,TCP,99233,1.5178917976805713,normal
2026-03-13T10:38:16.710706+00:00,camera_02,192.168.1.102,104.21.34.39,443,TCP,123592,0.954754521572652,normal
2026-03-13T10:38:20.339007+00:00,camera_01,192.168.1.101,104.21.34.28,443,TCP,132077,1.9165010605530293,normal
2026-03-13T10:38:22.367605+00:00,camera_02,192.168.1.102,104.21.34.30,443,TCP,98968,1.6745775613172984,normal
2026-03-13T10:38:27.388131+00:00,camera_01,192.168.1.101,104.21.34.31,443,TCP,94056,1.9684577949919309,normal
2026-03-13T10:38:29.413257+00:00,camera_02,192.168.1.102,104.21.34.17,443,TCP,90194,1.4528567688115464,normal
2026-03-13T10:38:33.733344+00:00,camera_01,192.168.1.101,104.21.34.10,443,TCP,132838,1.030725073166468,normal
2026-03-13T10:38:35.780196+00:00,camera_02,192.168.1.102,104.21.34.34,443,TCP,148612,1.4258536368692227,normal
2026-03-13T10:38:39.407241+00:00,camera_01,192.168.1.101,104.21.34.35,443,TCP,88983,0.5204485467163059,normal
2026-03-13T10:38:41.446044+00:00,camera_02,192.168.1.102,104.21.34.29,443,TCP,77976,0.1862408638440975,normal
2026-03-13T10:38:45.730298+00:00,camera_01,192.168.1.101,104.21.34.47,443,TCP,133929,1.2462869031801262,normal
2026-03-13T10:38:47.759739+00:00,camera_02,192.168.1.102,104.21.34.49,443,TCP,138460,0.3449500436491106,normal
2026-03-13T10:38:51.124651+00:00,camera_01,192.168.1.101,104.21.34.24,443,TCP,63388,1.3722086659962116,normal
2026-03-13T10:38:52.030375+00:00,printer_01,192.168.1.121,192.168.1.35,9100,TCP,86820,1.4312562675748075,normal
2026-03-13T10:38:53.137469+00:00,camera_02,192.168.1.102,104.21.34.23,443,TCP,56404,0.7764885613785896,normal
2026-03-13T10:38:54.470550+00:00,printer_01,192.168.1.121,192.168.1.98,9100,TCP,147572,3.222338340500669,normal
2026-03-13T10:38:56.723059+00:00,printer_01,192.168.1.121,192.168.1.9,9100,TCP,81063,1.541355521919983,normal
2026-03-13T10:38:57.686980+00:00,camera_01,192.168.1.101,104.21.34.29,443,TCP,89655,0.5194214410472864,normal
2026-03-13T10:38:59.232099+00:00,printer_01,192.168.1.121,192.168.1.212,9100,TCP,161444,4.052196544626323,normal
2026-03-13T10:38:59.709056+00:00,camera_02,192.168.1.102,104.21.34.27,443,TCP,142807,0.682314895206652,normal
2026-03-13T10:39:01.703167+00:00,printer_01,192.168.1.121,192.168.1.197,9100,TCP,61899,1.6001248874042195,normal
2026-03-13T10:39:04.479048+00:00,camera_01,192.168.1.101,104.21.34.32,443,TCP,129655,0.4560332325400887,normal
2026-03-13T10:39:06.499516+00:00,camera_02,192.168.1.102,104.21.34.34,443,TCP,141965,0.8400071221672625,normal
2026-03-13T10:39:10.919985+00:00,camera_01,192.168.1.101,104.21.34.15,443,TCP,135149,1.1894548061591126,normal
2026-03-13T10:39:12.943976+00:00,camera_02,192.168.1.102,104.21.34.41,443,TCP,133186,1.2082813141492093,normal
2026-03-13T10:39:16.862835+00:00,camera_01,192.168.1.101,104.21.34.34,443,TCP,100360,0.5269036997303999,normal
2026-03-13T10:39:18.896746+00:00,camera_02,192.168.1.102,104.21.34.45,443,TCP,131067,0.2487240765193761,normal
2026-03-13T10:39:22.190975+00:00,camera_01,192.168.1.101,104.21.34.37,443,TCP,86234,0.6580009268274395,normal
2026-03-13T10:39:24.210450+00:00,camera_02,192.168.1.102,104.21.34.18,443,TCP,130328,0.1532165544390233,normal
2026-03-13T10:39:27.441596+00:00,camera_01,192.168.1.101,104.21.34.35,443,TCP,93327,1.0992927734921845,normal
2026-03-13T10:39:29.469313+00:00,camera_02,192.168.1.102,104.21.34.15,443,TCP,69435,0.5727855416858667,normal
2026-03-13T10:39:33.076227+00:00,camera_01,192.168.1.101,104.21.34.10,443,TCP,102694,1.1129389262671632,normal
2026-03-13T10:39:35.103188+00:00,camera_02,192.168.1.102,104.21.34.32,443,TCP,110351,1.2327127739845076,normal
2026-03-13T10:39:39.451644+00:00,camera_01,192.168.1.101,104.21.34.16,443,TCP,130670,1.8118738545830904,normal
2026-03-13T10:39:41.476687+00:00,camera_02,192.168.1.102,104.21.34.43,443,TCP,141689,1.402515568755176,normal
2026-03-13T10:39:45.550364+00:00,camera_01,192.168.1.101,104.21.34.37,443,TCP,73914,1.604943205259509,normal
2026-03-13T10:39:47.573133+00:00,camera_02,192.168.1.102,104.21.34.32,443,TCP,63511,0.8090716355403021,normal
2026-03-13T10:39:51.670094+00:00,camera_01,192.168.1.101,104.21.34.23,443,TCP,108946,1.518420814117469,normal
2026-03-13T10:39:52.951678+00:00,printer_01,192.168.1.121,192.168.1.230,9100,TCP,110782,2.541070596987765,normal
2026-03-13T10:39:53.701526+00:00,camera_02,192.168.1.102,104.21.34.16,443,TCP,55365,1.6035215698883485,normal
2026-03-13T10:39:55.242779+00:00,printer_01,192.168.1.121,192.168.1.254,9100,TCP,10351,1.1505077740374738,normal
2026-03-13T10:39:57.782078+00:00,printer_01,192.168.1.121,192.168.1.27,9100,TCP,151381,1.1011403503688053,normal
2026-03-13T10:39:58.485640+00:00,camera_01,192.168.1.101,104.21.34.26,443,TCP,57897,0.8278468636002844,normal
2026-03-13T10:40:00.210922+00:00,printer_01,192.168.1.121,192.168.1.209,9100,TCP,129369,2.889385710165753,normal
2026-03-13T10:40:00.505777+00:00,camera_02,192.168.1.102,104.21.34.19,443,TCP,149689,1.1305698743936652,normal
2026-03-13T10:40:02.581792+00:00,printer_01,192.168.1.121,192.168.1.37,9100,TCP,173783,2.876504362243544,normal
2026-03-13T10:40:04.496399+00:00,camera_01,192.168.1.101,104.21.34.40,443,TCP,122747,1.1330255219680256,normal
2026-03-13T10:40:06.529320+00:00,camera_02,192.168.1.102,104.21.34.21,443,TCP,111913,0.981559221067388,normal
2026-03-13T10:40:10.007441+00:00,camera_01,192.168.1.101,104.21.34.41,443,TCP,111918,1.2018666969646865,normal
2026-03-13T10:40:12.058646+00:00,camera_02,192.168.1.102,104.21.34.13,443,TCP,112738,1.5250222230181107,normal
2026-03-13T10:40:15.780367+00:00,camera_01,192.168.1.101,104.21.34.27,443,TCP,90886,0.927906036908706,normal
2026-03-13T10:40:17.800707+00:00,camera_02,192.168.1.102,104.21.34.17,443,TCP,130767,0.6093465853476848,normal
2026-03-13T10:40:20.870834+00:00,camera_01,192.168.1.101,104.21.34.17,443,TCP,132873,0.4562047341377997,normal
2026-03-13T10:40:22.887150+00:00,camera_02,192.168.1.102,104.21.34.44,443,TCP,84817,1.0459030565137204,normal
2026-03-13T10:40:27.482961+00:00,camera_01,192.168.1.101,104.21.34.30,443,TCP,63986,1.1371412574989634,normal
2026-03-13T10:40:29.526886+00:00,camera_02,192.168.1.102,104.21.34.18,443,TCP,80354,0.4517335258058642,normal
2026-03-13T10:40:33.620075+00:00,camera_01,192.168.1.101,104.21.34.48,443,TCP,90053,1.523115337924631,normal
2026-03-13T10:40:35.649108+00:00,camera_02,192.168.1.102,104.21.34.15,443,TCP,124586,1.8617060063073103,normal
2026-03-13T10:40:40.487121+00:00,camera_01,192.168.1.101,104.21.34.30,443,TCP,128287,1.158456340952899,normal
2026-03-13T10:40:42.531792+00:00,camera_02,192.168.1.102,104.21.34.43,443,TCP,61589,0.7143730773345259,normal
2026-03-13T10:40:46.952070+00:00,camera_01,192.168.1.101,104.21.34.21,443,TCP,97458,1.0300460719549842,normal
2026-03-13T10:40:48.987894+00:00,camera_02,192.168.1.102,104.21.34.36,443,TCP,138320,0.8357002042636141,normal
2026-03-13T10:40:52.573606+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,63216,0.3441789235462313,normal
2026-03-13T10:40:54.601002+00:00,camera_02,192.168.1.102,104.21.34.38,443,TCP,135175,1.6594429927137286,normal
2026-03-13T10:40:54.771241+00:00,printer_01,192.168.1.121,192.168.1.138,9100,TCP,111322,1.1161873270466434,normal
2026-03-13T10:40:56.943188+00:00,printer_01,192.168.1.121,192.168.1.111,9100,TCP,172979,2.827633622408446,normal
2026-03-13T10:40:58.515205+00:00,camera_01,192.168.1.101,104.21.34.36,443,TCP,129287,1.2114788348144532,normal
2026-03-13T10:40:59.481193+00:00,printer_01,192.168.1.121,192.168.1.156,9100,TCP,62495,3.268543819491148,normal
2026-03-13T10:41:00.539531+00:00,camera_02,192.168.1.102,104.21.34.24,443,TCP,78354,0.260132942890688,normal
2026-03-13T10:41:01.966472+00:00,printer_01,192.168.1.121,192.168.1.173,9100,TCP,182669,4.833672353168436,normal
2026-03-13T10:41:04.060063+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,74198,1.216596062096894,normal
2026-03-13T10:41:04.306573+00:00,printer_01,192.168.1.121,192.168.1.61,9100,TCP,108722,3.541375280441712,normal
2026-03-13T10:41:06.091566+00:00,camera_02,192.168.1.102,104.21.34.32,443,TCP,148386,1.7519660067497569,normal
2026-03-13T10:41:10.692021+00:00,camera_01,192.168.1.101,104.21.34.27,443,TCP,91812,1.4196601590651694,normal
2026-03-13T10:41:12.709399+00:00,camera_02,192.168.1.102,104.21.34.28,443,TCP,87052,1.2179732356547186,normal
2026-03-13T10:41:16.762213+00:00,camera_01,192.168.1.101,104.21.34.47,443,TCP,73821,0.1093970192026416,normal
2026-03-13T10:41:18.782659+00:00,camera_02,192.168.1.102,104.21.34.23,443,TCP,69365,0.5473246077627022,normal
2026-03-13T10:41:23.106334+00:00,camera_01,192.168.1.101,104.21.34.14,443,TCP,143944,0.203518869316772,normal
2026-03-13T10:41:25.139396+00:00,camera_02,192.168.1.102,104.21.34.27,443,TCP,121063,0.5707171830849871,normal
2026-03-13T10:41:28.717777+00:00,camera_01,192.168.1.101,104.21.34.42,443,TCP,102792,1.4523948400691655,normal
2026-03-13T10:41:30.751755+00:00,camera_02,192.168.1.102,104.21.34.10,443,TCP,126800,0.3872594514651791,normal
2026-03-13T10:41:35.660488+00:00,camera_01,192.168.1.101,104.21.34.24,443,TCP,138481,0.8510443586785645,normal
2026-03-13T10:41:37.689759+00:00,camera_02,192.168.1.102,104.21.34.37,443,TCP,54399,0.945610170326262,normal
2026-03-13T10:41:42.170390+00:00,camera_01,192.168.1.101,104.21.34.31,443,TCP,133729,0.4999866644154455,normal
2026-03-13T10:41:44.216447+00:00,camera_02,192.168.1.102,104.21.34.23,443,TCP,140887,1.2219836553019745,normal
2026-03-13T10:41:47.823428+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,108500,0.6925770715487681,normal
2026-03-13T10:41:49.858326+00:00,camera_02,192.168.1.102,104.21.34.26,443,TCP,147488,1.435416388352938,normal
2026-03-13T10:41:53.452424+00:00,camera_01,192.168.1.101,104.21.34.44,443,TCP,102869,1.0428490664759291,normal
2026-03-13T10:41:55.473114+00:00,camera_02,192.168.1.102,104.21.34.20,443,TCP,107680,0.8819955207907759,normal
2026-03-13T10:41:55.560584+00:00,printer_01,192.168.1.121,192.168.1.30,9100,TCP,13439,3.193908156328395,normal
2026-03-13T10:41:57.917021+00:00,printer_01,192.168.1.121,192.168.1.130,9100,TCP,99959,2.2661887593999266,normal
2026-03-13T10:41:59.951617+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,90902,1.6661321664431654,normal
2026-03-13T10:42:00.184536+00:00,printer_01,192.168.1.121,192.168.1.244,9100,TCP,62837,2.3660866250229127,normal
2026-03-13T10:42:01.967984+00:00,camera_02,192.168.1.102,104.21.34.35,443,TCP,112677,1.140301835967881,normal
2026-03-13T10:42:02.394374+00:00,printer_01,192.168.1.121,192.168.1.166,9100,TCP,16991,3.126843321652784,normal
2026-03-13T10:42:04.862788+00:00,printer_01,192.168.1.121,192.168.1.46,9100,TCP,20564,1.2795861840619505,normal
2026-03-13T10:42:06.710052+00:00,camera_01,192.168.1.101,104.21.34.23,443,TCP,54948,1.281355711405734,normal
2026-03-13T10:42:07.156280+00:00,printer_01,192.168.1.121,192.168.1.253,9100,TCP,167922,3.4533559622722665,normal
2026-03-13T10:42:08.753013+00:00,camera_02,192.168.1.102,104.21.34.24,443,TCP,134698,1.3265859620218396,normal
2026-03-13T10:42:09.578112+00:00,printer_01,192.168.1.121,192.168.1.132,9100,TCP,159209,1.3308341275737443,normal
2026-03-13T10:42:11.740926+00:00,printer_01,192.168.1.121,192.168.1.143,9100,TCP,89680,3.734827059873756,normal
2026-03-13T10:42:12.716503+00:00,camera_01,192.168.1.101,104.21.34.14,443,TCP,60476,1.9811836421729376,normal
2026-03-13T10:42:14.747295+00:00,camera_02,192.168.1.102,104.21.34.49,443,TCP,131099,0.1247741650276777,normal
2026-03-13T10:42:18.864991+00:00,camera_01,192.168.1.101,104.21.34.28,443,TCP,130639,1.8465060768301187,normal
2026-03-13T10:42:20.897658+00:00,camera_02,192.168.1.102,104.21.34.47,443,TCP,141624,1.8363023779739815,normal
2026-03-13T10:42:24.636729+00:00,camera_01,192.168.1.101,104.21.34.50,443,TCP,124827,0.7823423436325256,normal
2026-03-13T10:42:26.671690+00:00,camera_02,192.168.1.102,104.21.34.25,443,TCP,134060,0.8629223163044664,normal
2026-03-13T10:42:30.510176+00:00,camera_01,192.168.1.101,104.21.34.33,443,TCP,91884,0.6916482005931978,normal
2026-03-13T10:42:32.543001+00:00,camera_02,192.168.1.102,104.21.34.13,443,TCP,97085,1.827230772982689,normal
2026-03-13T10:42:36.332665+00:00,camera_01,192.168.1.101,104.21.34.34,443,TCP,123130,1.191963600416328,normal
2026-03-13T10:42:38.365549+00:00,camera_02,192.168.1.102,104.21.34.29,443,TCP,69523,1.7142405542029604,normal
2026-03-13T10:42:42.430262+00:00,camera_01,192.168.1.101,104.21.34.39,443,TCP,78239,0.3398827228299969,normal
2026-03-13T10:42:44.456207+00:00,camera_02,192.168.1.102,104.21.34.34,443,TCP,136592,0.135687583893644,normal
2026-03-13T10:42:48.535461+00:00,camera_01,192.168.1.101,104.21.34.17,443,TCP,108047,1.010821465949374,normal
2026-03-13T10:42:50.562776+00:00,camera_02,192.168.1.102,104.21.34.33,443,TCP,123740,0.8335879282791564,normal
2026-03-13T10:42:53.055203+00:00,printer_01,192.168.1.121,192.168.1.77,9100,TCP,81100,2.66359062544908,normal
2026-03-13T10:42:55.385310+00:00,printer_01,192.168.1.121,192.168.1.108,9100,TCP,100581,1.9685553170292225,normal
2026-03-13T10:42:55.506308+00:00,camera_01,192.168.1.101,104.21.34.17,443,TCP,85604,1.21402317847778,normal
2026-03-13T10:42:57.534909+00:00,camera_02,192.168.1.102,104.21.34.44,443,TCP,97202,1.767338287463441,normal
2026-03-13T10:42:57.890032+00:00,printer_01,192.168.1.121,192.168.1.24,9100,TCP,161781,2.0781645434350446,normal
2026-03-13T10:43:00.315375+00:00,printer_01,192.168.1.121,192.168.1.97,9100,TCP,94037,4.873729430831696,normal
2026-03-13T10:43:01.931478+00:00,camera_01,192.168.1.101,104.21.34.48,443,TCP,59873,1.131559361508675,normal
2026-03-13T10:43:02.453471+00:00,printer_01,192.168.1.121,192.168.1.103,9100,TCP,75830,1.5580991369428,normal
2026-03-13T10:43:03.961269+00:00,camera_02,192.168.1.102,104.21.34.25,443,TCP,88919,0.417721908884363,normal
2026-03-13T10:43:04.818923+00:00,printer_01,192.168.1.121,192.168.1.190,9100,TCP,127946,1.4407962141542854,normal
2026-03-13T10:43:08.320574+00:00,camera_01,192.168.1.101,104.21.34.46,443,TCP,97259,0.9488302670238372,normal
2026-03-13T10:43:10.352199+00:00,camera_02,192.168.1.102,104.21.34.30,443,TCP,136367,1.2722009419780251,normal
